word,n_char,n_vowels
nazwymyślać,11,4
nazyfikacja,11,5
nazyreat,8,4
nazyrejczyk,11,4
nazywać,7,3
nazywalny,9,4
nażartować,10,4
nażarty,7,3
nażąć,5,2
nażelować,9,4
nażerać,7,3
nażerować,9,4
nażłopać,8,3
nażłopany,9,4
nażreć,6,2
nażyć,5,2
nażyłka,7,3
nażynać,7,3
ndebele,7,3
ndk,3,0
ndm,3,0
ndp,3,0
ndst,4,0
ndżamenka,9,3
ndżameńczyk,11,3
ndżameński,10,3
ndżameńskość,12,3
neandertalczyk,14,5
neandertalski,13,5
neandertalskość,15,5
neapolitanka,12,6
neapolitańczyk,14,6
neapolitański,13,6
neapolitańskość,15,6
nearktyczny,11,4
nebraski,8,3
nebularny,9,4
nebulium,8,3
nebulizacja,11,5
nebulizator,11,5
nec,3,1
necking,7,2
nef,3,1
nefelia,7,3
nefelin,7,3
nefelinit,9,4
nefelinowy,10,5
nefelometr,10,4
nefelometria,12,5
nefelometryczny,15,6
nefoplankton,12,4
nefoplanktonowy,15,6
nefoskop,8,3
nefralgia,9,3
nefrektomia,11,4
nefrocyt,8,3
nefrolepis,10,4
nefrolog,8,3
nefrologia,10,4
nefrologiczny,13,5
nefron,6,2
nefropatia,10,4
nefroskop,9,3
nefrostomia,11,4
nefrotoksyczność,16,5
nefrotoksyczny,14,5
nefrotomia,10,4
nefroza,7,3
nefrydium,9,3
nefryt,6,2
nefrytowy,9,4
negacja,7,3
negacjonista,12,5
negacjonizm,11,4
negacyjny,9,4
negaton,7,3
negator,7,3
negator,7,3
negatoskop,10,4
negatron,8,3
negatyw,7,3
negatyw,7,3
negatywa,8,4
negatywista,11,5
negatywistka,12,5
negatywistyczny,15,6
negatywizm,10,4
negatywniej,11,4
negatywniejszy,14,5
negatywność,11,4
negatywny,9,4
negatywowy,10,5
negentropia,11,4
neglegentia,11,4
negligente,10,4
negliż,6,2
negliżować,10,4
negliżowy,9,4
negliżyk,8,3
negocjacja,10,4
negocjacje,10,4
negocjacyjny,12,5
negocjant,9,3
negocjator,10,4
negocjatorka,12,5
negocjatorski,13,5
negocjatorskość,15,5
negocjować,10,4
negocjowalność,14,5
negocjowalny,12,5
negować,7,3
negr,4,1
negroid,7,3
negroidalny,11,5
negrycki,8,3
negująco,8,4
negus,5,2
negus,5,2
nejtyczanka,11,4
nek,3,1
nekatorioza,11,5
nekenzaur,9,4
nekielski,9,3
nekielskość,11,3
neklanin,8,3
neklanka,8,3
nekrobioza,10,4
nekrobiznes,11,4
nekrocenoza,11,5
nekroceramika,13,6
nekrofag,8,3
nekrofagia,10,4
nekrofil,8,3
nekrofilia,10,4
nekrofilka,10,4
nekrofilski,11,4
nekrofilskość,13,4
nekrofobia,10,4
nekrograf,9,3
nekrografia,11,4
nekrolans,9,3
nekrolatria,11,4
nekrolog,8,3
nekrologia,10,4
nekrologowy,11,5
nekromancja,11,4
nekromania,10,4
nekromanta,10,4
nekromantka,11,4
nekromantyczny,14,5
nekropol,8,3
nekropola,9,4
nekropolia,10,4
nekrosadyzm,11,4
nekroskopia,11,4
nekrospermia,12,4
nekrosztuka,11,4
nekrotomia,10,4
nekrotyczny,11,4
nekroza,7,3
nekrydium,9,3
nektar,6,2
nektarium,9,3
nektarnik,9,3
nektarniki,10,4
nektarodajny,12,5
nektarowy,9,4
nektaryna,9,4
nektarynka,10,4
nektarynkowy,12,5
nekton,6,2
nektoniczny,11,4
nektria,7,2
nelma,5,2
nelson,6,2
nelsonka,8,3
nelsoński,9,3
nelsońskość,11,3
nelumbo,7,3
nem,3,1
nemalit,7,3
nematocyd,9,4
nematodoza,10,5
nematolog,9,4
nematologia,11,5
nematyk,7,3
nemegtozaur,11,5
nemejski,8,3
nemejskość,10,3
nemezis,7,3
nemezja,7,3
nemezys,7,3
nemiroff,8,3
nemrod,6,2
nemrodowy,9,4
nenia,5,2
nenufar,7,3
neoanarchista,13,6
neoanarchistka,14,6
neoanarchistyczny,17,7
neoanarchizm,12,5
neoarystotelizm,15,7
neoawangarda,12,6
neobarok,8,4
neobarokowy,11,6
neobehawiorysta,15,7
neobehawiorystka,16,7
neobehawiorystyczny,19,8
neobehawioryzm,14,6
neobolszewik,12,5
neobolszewizm,13,5
neobuddaizm,11,5
neoburżuazja,12,6
neoburżuazyjny,14,7
neocardina,10,5
neocenzura,10,5
neoceratozaur,13,7
neoceratozaury,14,8
neochirurgia,12,5
neochrystianizm,15,5
neochrześcijanin,16,6
neochrześcijanka,16,6
neochrześcijański,17,6
neodarwinista,13,6
neodarwinistka,14,6
neodarwinistyczny,17,7
neodarwinizm,12,5
neodrobnomieszczaństwo,22,7
neodym,6,3
neodymowy,9,5
neoekspresjonista,17,7
neoekspresjonistka,18,7
neoekspresjonistyczny,21,8
neoekspresjonizm,16,6
neoeluwium,10,5
neoendemit,10,5
neoewolucjonista,16,8
neoewolucjonistka,17,8
neoewolucjonistyczny,20,9
neoewolucjonizm,15,7
neofaszysta,11,5
neofaszystka,12,5
neofaszystowski,15,6
neofaszystowskość,17,6
neofaszyzm,10,4
neoficki,8,4
neofickość,10,4
neofictwo,9,4
neofilolog,10,5
neofilologia,12,6
neofilologiczny,15,7
neofita,7,4
neofitka,8,4
neofityzm,9,4
neofobia,8,4
neofowista,10,5
neofowizm,9,4
neofrakt,8,3
neofrankista,12,5
neofrankistowski,16,6
neofreudyzm,11,5
neofunkcjonalizm,16,6
neogaullista,12,6
neogaullistowski,16,7
neogen,6,3
neogeniczny,11,5
neoglikogeneza,14,7
neognatyczne,12,5
neogongoryzm,12,5
neogotycki,10,5
neogotyckość,12,5
neogotyk,8,4
neografia,9,4
neogramatyczka,14,6
neogramatyczny,14,6
neogramatyk,11,5
neogrecyzm,10,4
neohegelianizm,14,6
neoheglista,11,5
neoheglistka,12,5
neoheglistowski,15,6
neoheglistowskość,17,6
neoheglizm,10,4
neoheglowski,12,5
neoheglowskość,14,5
neohellenista,13,6
neohellenistka,14,6
neohellenistyczny,17,7
neohellenizm,12,5
neohelleński,12,5
neohitlerowiec,14,6
neohitlerowski,14,6
neohitlerowskość,16,6
neohitleryzm,12,5
neohumanista,12,6
neohumanistka,13,6
neohumanistyczny,16,7
neohumanizm,11,5
neohumboldtyzm,14,5
neoidealista,12,7
neoidealistka,13,7
neoidealistyczny,16,8
neoidealizm,11,6
neoimperializm,14,6
neoimpresjonista,16,7
neoimpresjonistka,17,7
neoimpresjonistyczny,20,8
neoimpresjonizm,15,6
neointegrysta,13,6
neointegrystka,14,6
neointegrystyczny,17,7
neointegryzm,12,5
neokantowski,12,5
neokantowskość,14,5
neokantysta,11,5
neokantystka,12,5
neokantyzm,10,4
neokapitalista,14,7
neokapitalistka,15,7
neokapitalistyczny,18,8
neokapitalizm,13,6
neokartka,9,4
neokatechumen,13,6
neokatechumenalny,17,8
neokatechumenat,15,7
neokatechumenka,15,7
neokeynesizm,12,6
neokicz,7,3
neoklasycystyczny,17,7
neoklasycyzm,12,5
neoklasyczny,12,5
neoklasyk,9,4
neokolonialista,15,7
neokolonialistyczny,19,8
neokolonializm,14,6
neokolonialny,13,6
neokolonizator,14,7
neokom,6,3
neokomski,9,4
neokomskość,11,4
neokomuna,9,5
neokomunista,12,6
neokomunistka,13,6
neokomunistyczny,16,7
neokomunizm,11,5
neokonfucjanista,16,7
neokonfucjanizm,15,6
neokonfucjański,15,6
neokonserwatysta,16,7
neokonserwatystka,17,7
neokonserwatywny,16,7
neokonserwatyzm,15,6
neokrytycyzm,12,5
neokrytyk,9,4
neokulturalny,13,6
neolamarkista,13,6
neolamarkizm,12,5
neolatynista,12,6
neolatynizm,11,5
neoliberalista,14,7
neoliberalistka,15,7
neoliberalizm,13,6
neoliberalny,12,6
neoliberał,10,5
neolist,7,3
neolit,6,3
neolityczny,11,5
neologiczny,11,5
neologista,10,5
neologizacja,12,6
neologizm,9,4
neologizmowy,12,6
neołaciński,11,5
neomachista,11,5
neomachizm,10,4
neomaltuzjanista,16,7
neomaltuzjanizm,15,6
neomaltuzjański,15,6
neomariawityzm,14,6
neomarksista,12,5
neomarksistka,13,5
neomarksistowski,16,6
neomarksizm,11,4
neomerkantylista,16,7
neomerkantylistyczny,20,8
neomerkantylizm,15,6
neomisteryjność,15,6
neomistyk,9,4
neomycyna,9,5
neon,4,2
neon,4,2
neon,4,2
neonacjonalista,15,7
neonacysta,10,5
neonacystka,11,5
neonacystowski,14,6
neonacystowskość,16,6
neonacyzm,9,4
neonatolog,10,5
neonatologia,12,6
neonatologiczny,15,7
neonatolożka,12,6
neonaturalista,14,7
neonaturalistka,15,7
neonaturalistyczny,18,8
neonaturalizm,13,6
neonatus,8,4
neonazista,10,5
neonazistka,11,5
neonazistowski,14,6
neonazistowskość,16,6
neonazizm,9,4
neonek,6,3
neonik,6,3
neonizacja,10,5
neonomenklatura,15,7
neonormacol,11,5
neonowomowa,11,6
neonowy,7,4
neonówka,8,4
neontolog,9,4
neontologia,11,5
neontologiczny,14,6
neoński,7,3
neopilina,9,5
neopitagoreizm,14,7
neoplan,7,3
neoplastycyzm,13,5
neoplastyczny,13,5
neoplatonik,11,5
neoplatonizm,12,5
neoplatończyk,13,5
neoplatoński,12,5
neoplatońskość,14,5
neoplazja,9,4
neoplazma,9,4
neopoganin,10,5
neopogański,11,5
neopogaństwo,12,5
neopopiwek,10,5
neopopiwkowy,12,6
neopozytywista,14,7
neopozytywistka,15,7
neopozytywistyczny,18,8
neopozytywizm,13,6
neopren,7,3
neoprenowy,10,5
neoprezbiter,12,5
neoprodukcyjniak,16,6
neopsychoanaliza,16,8
neorealista,11,6
neorealistka,12,6
neorealistyczny,15,7
neorealizm,10,5
neoregelia,10,5
neorenesans,11,5
neorenesansowy,14,7
neorewolucjonista,17,8
neorokoko,9,5
neorokokowo,11,6
neorokokowy,11,6
neoromanizm,11,5
neoromantyczka,14,6
neoromantyczny,14,6
neoromantyk,11,5
neoromantyka,12,6
neoromantyzm,12,5
neoromański,11,5
neoscholastyczny,16,6
neoscholastyk,13,5
neoscholastyka,14,6
neosecesja,10,5
neosecesjonista,15,7
neosecesjonistka,16,7
neosecesjonistyczny,19,8
neosemantyczny,14,6
neosemantyzacja,15,7
neosemantyzm,12,5
neoslawistyczny,15,6
neoslawizm,10,4
neosłowiański,13,5
neosłowiańskość,15,5
neospasmina,11,5
neospazmina,11,5
neośredniowieczny,17,7
neotektonika,12,6
neotelewizja,12,6
neotenia,8,4
neoteniczny,11,5
neoterycy,9,5
neoteryk,8,4
neotomista,10,5
neotomistka,11,5
neotomistyczny,14,6
neotomizm,9,4
neotrockista,12,5
neotrockistowski,16,6
neotrockizm,11,4
neotropikalny,13,6
neotyp,6,3
neowitalista,12,6
neowitalizm,11,5
neoznaczek,10,4
neozoiczny,10,5
neozoik,7,4
neozwiązek,10,4
nep,3,1
nepali,6,3
nepalski,8,3
nepalskość,10,3
neper,5,2
nepot,5,2
nepotka,7,3
nepotyczny,10,4
nepotysta,9,4
nepotystka,10,4
nepotystyczny,13,5
nepotyzm,8,3
neptek,6,2
neptun,6,2
neptuniczny,11,4
neptunit,8,3
neptunizm,9,3
neptunowy,9,4
nera,4,2
nerczyca,8,3
nerczycowy,10,4
nerczyłusk,10,3
nerd,4,1
nerdka,6,2
nerdowski,9,3
nerdy,5,2
nerdzić,7,2
nereczka,8,3
nereczki,8,3
nerecznica,10,4
nereida,7,4
nerka,5,2
nerki,5,2
nerkoserce,10,4
nerkowaty,9,4
nerkowcowy,10,4
nerkowiec,9,3
nerkowiec,9,3
nerkowokomórkowy,16,7
nerkowy,7,3
nerkozastępczy,14,5
nerkówka,8,3
nerobolil,9,4
nerol,5,2
neroli,6,3
nerpa,5,2
nervogran,9,3
nervosol,8,3
nerw,4,1
nerwacja,8,3
nerwiak,7,2
nerwiakowłókniakowatość,23,9
nerwica,7,3
nerwicogenny,12,5
nerwicorodnie,13,5
nerwicorodny,12,5
nerwicotwórczy,14,5
nerwicować,10,4
nerwicowiec,11,4
nerwicowy,9,4
nerwizm,7,2
nerwoból,8,3
nerworuchowy,12,5
nerwoterapia,12,5
nerwowiec,9,3
nerwowiej,9,3
nerwowość,9,3
nerwowy,7,3
nerwówa,7,3
nerwówka,8,3
nerwus,6,2
nerwuska,8,3
nerwy,5,2
nerytyczny,10,4
nesca,5,2
nescafé,7,2
neseberski,10,4
nesebyrski,10,4
neseser,7,3
neseserek,9,4
neska,5,2
nesquik,7,3
nesselrode,10,4
nestor,6,2
nestor,6,2
nestorianin,11,4
nestorianizm,12,4
nestorianka,11,4
nestoriański,12,4
nestoriańskość,14,4
nestorka,8,3
nestorowy,9,4
nesycki,7,3
net,3,1
neta,4,2
netbook,7,3
netgeneracja,12,5
netizen,7,3
netlabel,8,3
NetMeeting,10,4
netografia,10,4
netograficzny,13,5
netoholiczka,12,5
netoholik,9,4
netoholizm,10,4
netokracja,10,4
netowy,6,3
NetSprint,9,2
netsuke,7,3
netto,5,2
netto,5,2
NetWare,7,3
network,7,2
networking,10,3
networkingowy,13,5
netykieta,9,4
neubrandenburski,16,6
neufchâtel,10,3
neuma,5,3
neumatyczny,11,5
neuralgia,9,4
neuralgiczny,12,5
neurastenia,11,5
neurasteniczka,14,6
neurasteniczny,14,6
neurastenik,11,5
neurastenizować,15,7
neuroanatomia,13,7
neurobik,8,4
neurobiolog,11,5
neurobiologia,13,7
neurobiologiczny,16,7
neuroblast,10,4
neuroblastoma,13,6
neurochemia,11,5
neurochemiczny,14,6
neurochirurg,12,5
neurochirurgia,14,6
neurochirurgiczny,17,7
neurocybernetyczka,18,8
neurocybernetyk,15,7
neurocybernetyka,16,8
neurocyt,8,4
neurodegeneracyjny,18,9
neurodydaktyka,14,7
neurodystroficzny,17,7
neuroendokrynolog,17,8
neuroendokrynologia,19,9
neuroendokrynologiczny,22,10
neurofarmakolog,15,7
neurofarmakologia,17,8
neurofarmakologiczny,20,9
neurofibryla,12,6
neurofibrylarny,15,7
neurofizjolog,13,6
neurofizjologia,15,7
neurofizjologiczny,18,8
neurogeneza,11,6
neurogeniczny,13,6
neurogenny,10,5
neurogeriatra,13,6
neurogeriatria,14,7
neuroglej,9,4
neurograf,9,4
neurohormon,11,5
neurohormonalny,15,7
neurohumoralny,14,7
neuroinfekcja,13,6
neurokomputer,13,6
neurokosmetyk,13,6
neuroleptanalgezja,18,8
neuroleptoanalgezja,19,9
neuroleptyczny,14,6
neuroleptyk,11,5
neurolingwista,14,6
neurolingwistyczny,18,7
neurolingwistyka,16,7
neurolog,8,4
neurologia,10,5
neurologiczny,13,6
neurologopeda,13,7
neurologopedia,14,7
neurologopedka,14,7
neuroma,7,4
neuromast,9,4
neuromediator,13,6
neuromodulator,14,7
neuron,6,3
neuronalny,10,5
neuronowy,9,5
neuroobrazowy,13,7
neuropata,9,5
neuropatia,10,5
neuropatka,10,5
neuropatolog,12,6
neuropatologia,14,7
neuropatologiczny,17,8
neuropatyczny,13,6
neuropediatra,13,6
neuropediatria,14,7
neuropediatryczny,17,7
neuropeptyd,11,5
neuropeptydowy,14,7
neuroplegia,11,5
neuroplegiczny,14,6
neuroprzekaźnik,15,6
neuropsychiatra,15,6
neuropsychiatria,16,7
neuropsychiatryczny,19,7
neuropsychiczny,15,6
neuropsycholog,14,6
neuropsychologia,16,7
neuropsychologiczny,19,8
neuroradiologia,15,8
neuroreceptor,13,6
neurorozwojowy,14,7
neurosekrecja,13,6
neurosekrecyjny,15,7
neurospora,10,5
neuroteologia,13,7
neurotoksyczność,16,6
neurotoksyczny,14,6
neurotoksyna,12,6
neurotomia,10,5
neurotransmiter,15,6
neurotransmitter,16,6
neurotransplantacja,19,7
neurotropowy,12,6
neurotyczka,11,5
neurotyczność,13,5
neurotyczny,11,5
neurotyk,8,4
neurotyzm,9,4
neurowegetatywny,16,8
neuroza,7,4
neurozwyrodnieniowy,19,9
neurula,7,4
neuryt,6,3
neustadzki,10,4
neuston,7,3
neustonowy,10,5
neusztadzki,11,4
neutralista,11,5
neutralistka,12,5
neutralistyczny,15,6
neutralizacja,13,6
neutralizacyjny,15,7
neutralizator,13,6
neutralizm,10,4
neutralizować,13,6
neutralność,11,4
neutralny,9,4
neutrał,7,3
neutrino,8,4
neutrinowy,10,5
neutrodyna,10,5
neutrofil,9,4
neutrofilia,11,5
neutrofit,9,4
neutron,7,3
neutronografia,14,6
neutronowy,10,5
neutropauza,11,6
neutropenia,11,5
neutrosfera,11,5
neutrum,7,3
newage'owski,12,5
newage'owy,10,5
newari,6,3
newbie,6,2
newiz,5,2
newralgia,9,3
newralgiczny,12,4
newroza,7,3
news,4,1
newski,6,2
newskość,8,2
newsletter,10,3
newsletterowy,13,5
newsowiec,9,3
newsowy,7,3
newspeak,8,3
newsroom,8,3
newton,6,2
newtonium,9,3
newtonowski,11,4
newtonowskość,13,4
nexia,5,2
nexus,5,2
nęcący,6,3
nęcić,5,2
nęcisko,7,3
nędza,5,2
nędzański,9,3
nędzańskość,11,3
nędzarka,8,3
nędzarny,8,3
nędzarski,9,3
nędzarskość,11,3
nędzarz,7,2
nędznica,8,3
nędznieć,8,2
nędzniej,8,2
nędzniejszy,11,3
nędznik,7,2
nędzny,6,2
nędzota,7,3
nękać,5,2
nForce,6,2
NFOŚiGW,7,1
ngana,5,2
ngui,4,2
ngultrum,8,2
ngunzizm,8,2
ngwanejski,10,3
ngwanejskość,12,3
ngwański,8,2
ngwee,5,2
ni,2,1
niacyna,7,3
niacynowy,9,4
niagara,7,3
niagarski,9,3
niala,5,2
nialamid,8,3
niamejczyk,10,3
niamejka,8,3
niamejski,9,3
niamejskość,11,3
niania,6,3
niańczyć,8,2
niańczyny,9,3
niańka,6,2
niby,4,2
nibybłona,9,4
nibydzierzba,12,4
nibygwiazda,11,4
nibyjagoda,10,5
nibyjęzyczkowaty,16,7
nibykłos,8,3
nibykuliste,11,5
nibykulisty,11,5
nibykwiat,9,3
nibyliść,8,3
nibyłodyga,10,5
nibymarchwica,13,5
nibynóżka,9,4
nibyodbyt,9,4
nibyokółek,10,5
nibyorzech,10,4
nibyowoc,8,4
nibyprątnik,11,4
nibytkankowce,13,5
nibytorebka,11,5
nibyusta,8,4
nic,3,1
nic,3,1
nica,4,2
nicam,5,2
nicdobrego,10,4
nicejczyk,9,3
nicejka,7,3
nicejski,8,3
nicejskość,10,3
nicestwić,9,3
nicestwieć,10,3
nicestwiony,11,4
nicestwo,8,3
nichrom,7,2
nichromowy,10,4
nici,4,2
nicianka,8,3
niciany,7,3
niciarka,8,3
niciarnia,9,4
niciarz,7,2
nicielnica,10,4
nicielnicowy,12,5
nicienie,8,4
nicieniobójczo,14,6
nicieniobójczy,14,6
nicień,6,2
niciowaty,9,4
nick,4,1
nickelodeon,11,5
nicniemówienie,14,7
nicnierobienie,14,7
nicobryta,9,4
nicościowy,10,4
nicość,6,2
nicować,7,3
nicponiowaty,12,5
nicpoń,6,2
nicpotem,8,3
nicwart,7,2
niczego,7,3
niczegowaty,11,5
niczyj,6,2
niczym,6,2
nić,3,1
niderlandzki,12,4
niderlandzki,12,4
niderlandzkojęzyczny,20,7
niderlandzkość,14,4
nidziański,10,3
nidziańskość,12,3
nidzicki,8,3
nidzickość,10,3
nidziczanin,11,4
nidziczanka,11,4
nidzki,6,2
nidzkość,8,2
nie,3,1
nieadekwatniej,14,6
nieadekwatność,14,5
nieagresja,10,4
nieagresywność,14,5
nieaktualność,13,5
nieaktywność,12,4
nieakuratność,13,5
niealergik,10,4
nieambitność,12,4
nieantagonistyczność,20,7
nieapetyczność,14,5
niearcheolog,12,5
nieartystyczność,16,5
nieatrakcyjniejszy,18,7
nieatrakcyjność,15,5
nieautentyczniej,16,7
nieautentyczność,16,6
nieautochton,12,5
niebaczność,11,3
niebaczny,9,3
niebagatelność,14,5
niebanalność,12,4
niebawem,8,3
niebeletrystyczność,19,6
niebezpieczeństwo,17,6
niebezpieczniej,15,6
niebezpieczniejszy,18,7
niebezpieczność,15,5
niebezpośredniość,17,6
niebiałkowość,13,5
niebianin,9,4
niebianka,9,4
niebiański,10,4
niebiańskość,12,4
niebielistka,12,5
niebieskawobiały,16,8
niebieskawoczerwony,19,8
niebieskawofioletowy,20,10
niebieskawolila,15,7
niebieskawoliliowy,18,9
niebieskawopopielaty,20,10
niebieskawoszary,16,7
niebieskawość,13,5
niebieskawozielony,18,9
niebieskawy,11,5
niebieski,9,4
niebieski,9,4
niebieskobiały,14,7
niebieskoczarny,15,6
niebieskofioletowy,18,9
niebieskofiołkowy,17,8
niebieskogranatowy,18,8
niebieskolila,13,6
niebieskoliliowy,16,8
niebieskooki,12,6
niebieskopióry,14,7
niebieskopopielaty,18,9
niebieskopurpurowy,18,8
niebieskosiny,13,6
niebieskoskóry,14,6
niebieskoskrzydły,17,6
niebieskoszaro,14,6
niebieskoszary,14,6
niebieskość,11,4
niebieskozielonkawy,19,9
niebieskozielony,16,8
niebieszczeć,12,4
niebieszczyć,12,4
niebieścić,10,4
niebieścieć,11,5
niebieściuchny,14,6
niebieściutki,13,6
niebiosa,8,4
niebiosy,8,4
niebłahość,10,3
niebo,5,2
nieboburczy,11,4
nieboga,7,3
niebogata,9,4
niebogaty,9,4
niebojaźliwość,14,5
niebolesność,12,4
nieboraczek,11,4
nieboraczka,11,4
nieboraczysko,13,5
nieborak,8,3
nieborowianin,13,6
nieborowianka,13,6
nieborowski,11,4
nieborowskość,13,4
niebosiężny,11,5
nieboski,8,3
nieboskłon,10,3
nieboszczka,11,3
nieboszczyk,11,3
nieboszczykostwo,16,5
niebotyczność,13,4
niebotyczny,11,4
niebowid,8,3
niebożątko,10,4
niebożę,7,3
niebożny,8,3
niebrzydki,10,3
niebylecki,10,4
niebyt,6,2
niebytność,10,3
niebywałość,11,4
niebywały,9,4
niecałkowitość,14,5
niecelniej,10,4
niecelność,10,3
niecelowość,11,4
niecenzuralność,15,5
niech,5,1
niechać,7,2
niechaj,7,2
niechajby,9,3
niechajże,9,3
niechanowski,12,4
niechanowskość,14,4
niechby,7,2
niechciejstwo,13,4
niechęć,7,2
niechlowski,11,3
niechlowskość,13,3
niechlubność,12,3
niechluj,8,2
niechluja,9,3
niechluja,9,3
niechlujniej,12,4
niechlujniejszy,15,5
niechlujność,12,3
niechlujny,10,3
niechlujstwo,12,3
niechodliwość,13,4
niechorobotwórczość,19,6
niechorski,10,3
niechorzanin,12,4
niechorzanka,12,4
niechrześcijanin,16,5
niechrześcijanka,16,5
niechrześcijańskość,19,5
niechrześcijaństwo,18,5
niechwalebność,14,4
niechybność,11,3
niechybny,9,3
niechże,7,2
niechżeby,9,3
niechżeż,8,2
niechżeżby,10,3
nieciągłość,11,4
niecić,6,2
nieciecz,8,3
nieciekawość,12,5
niecielesność,13,5
niecierpek,10,4
niecierpiętliwość,17,7
niecierpiętliwy,15,7
niecierpkowate,14,6
niecierpkowaty,14,6
niecierpliwić,13,5
niecierpliwiec,14,6
niecierpliwiej,14,6
niecierpliwość,14,5
niecierpliwszy,14,5
niecka,6,2
nieckowatość,12,4
nieckowaty,10,4
nieckowe,8,3
nieckowy,8,3
niecniej,8,3
niecniejszy,11,4
niecność,8,2
niecnota,8,3
niecnota,8,3
niecny,6,2
nieco,5,2
niecodzienność,14,5
niecofniony,11,5
niecoś,6,2
niecukier,9,4
niecukry,8,3
niecułka,8,3
niecykliczność,14,4
nieczęstość,11,3
nieczłowiek,11,4
nieczułość,10,3
nieczynność,11,3
nieczystości,12,4
nieczystość,11,3
nieczytelność,13,4
niedaś,6,2
niedawność,10,3
niedbalec,9,3
niedbalstwo,11,3
niedbaluch,10,3
niedbałość,10,3
niedelikatniej,14,6
niedelikatniejszy,17,7
niedelikatność,14,5
niedemokratyczność,18,6
niedialektyczność,17,6
niedobarwliwość,15,5
niedobarwliwy,13,5
niedobczycki,12,4
niedobczyckość,14,4
niedobiałczenie,15,7
niedobitek,10,4
niedoborowy,11,5
niedobór,8,3
niedobrotliwość,15,5
niedobrowolność,15,5
niedochodowość,14,5
niedociągnięcie,15,8
niedociśnienie,14,7
niedociśnieniowiec,18,9
niedocukrzenie,14,6
niedoczas,9,3
niedoczekanie,13,6
niedoczulica,12,5
niedoczynność,13,4
niedodma,8,3
niedodmowy,10,4
niedofakturowanie,17,8
niedogarek,10,4
niedogodniej,12,5
niedogodność,12,4
niedogon,8,3
niedoinformowanie,17,8
niedojadać,10,4
niedojadek,10,4
niedojady,9,4
niedojazd,9,3
niedojda,8,3
niedojda,8,3
niedojdowaty,12,5
niedojeść,9,3
niedojrzalej,12,4
niedojrzałość,13,4
niedokładniej,13,5
niedokładniejszy,16,6
niedokładność,13,4
niedokonaność,13,5
niedokos,8,3
niedokrewność,13,4
niedokrwienie,13,6
niedokrwienny,13,5
niedokrwiony,12,5
niedokrwistość,14,4
niedokrwisty,12,4
niedokunka,10,4
niedokwasota,12,5
niedokwaśność,13,4
niedola,7,3
niedolisek,10,4
niedoludnienie,14,7
niedołęga,9,4
niedołęga,9,4
niedołęstwo,11,4
niedołężnieć,12,5
niedołężniej,12,5
niedołężniejszy,15,6
niedołężność,12,4
niedołężny,10,4
niedomagać,10,4
niedomaganie,12,6
niedomiar,9,4
niedomoga,9,4
niedomogi,9,4
niedomówienie,13,7
niedomykalność,14,5
niedomyślność,13,4
niedomyw,8,3
niedonosek,10,4
niedookreśloność,16,6
niedopał,8,3
niedopałek,10,4
niedopałka,10,4
niedopatrzenie,14,6
niedopierzony,13,6
niedopitek,10,4
niedopitek,10,4
niedopitki,10,4
niedopłacenie,13,6
niedopłacić,11,4
niedopłata,10,4
niedopłetwe,11,4
niedopłetwy,11,4
niedopowiedzenie,16,8
niedopracowanie,15,7
niedoprąd,9,3
niedoprzęd,10,3
niedoprzędzarka,15,5
niedopuszczalność,17,5
niedorajda,10,4
niedorajda,10,4
niedorajdowaty,14,6
niedorąb,8,3
niedoręczalność,15,5
niedorosłość,12,4
niedorostek,11,4
niedorozwinięty,15,7
niedorozwojek,13,5
niedorozwój,11,4
niedoróbka,10,4
niedorzeczniej,14,5
niedorzeczniejszy,17,6
niedorzecznik,13,4
niedorzeczność,14,4
niedosięgły,11,5
niedosiężność,13,5
niedosiężny,11,5
niedoskonalej,13,5
niedoskonałość,14,5
niedosłuch,10,3
niedosłyszący,13,5
niedosłyszący,13,5
niedosłyszeć,12,4
niedosłyszenie,14,6
niedospać,9,3
niedostateczność,16,5
niedostateczny,14,5
niedostateczny,14,5
niedostatek,11,4
niedostępniejszy,16,6
niedostępność,13,4
niedostrój,10,3
niedostrzegalność,17,5
niedosypiać,11,5
niedosyt,8,3
niedosytek,10,4
niedoszacować,13,5
niedoszły,9,3
niedościgły,11,4
niedościgniony,14,6
niedośpian,10,4
niedoświadczenie,16,7
niedoświetlenie,15,7
niedoświetlić,13,5
niedotlenienie,14,7
niedotraw,9,3
niedotrawowiec,14,6
niedotrenowanie,15,7
niedotykalność,14,5
niedotykalska,13,5
niedotykalski,13,5
niedotykalski,13,5
niedoubrany,11,5
niedouczek,10,4
niedouczenie,12,6
niedouk,7,3
niedowaga,9,4
niedowartościowanie,19,9
niedowarzony,12,5
niedoważkość,12,4
niedowiarek,11,5
niedowiarstwo,13,5
niedowidzący,12,5
niedowidzący,12,5
niedowidzenie,13,6
niedowidzieć,12,5
niedowierzający,15,7
niedowierzanie,14,7
niedowład,9,3
niedowodliwość,14,5
niedowołany,11,5
niedozór,8,3
niedozwoloność,14,5
niedożywienie,13,7
niedożywiony,12,6
niedramatyczność,16,5
niedrożność,11,3
niedrzwicki,11,3
niedrzwickość,13,3
niedwuznaczność,15,4
niedyplomatyczność,18,6
niedyskrecja,12,4
niedyskryminacja,16,6
niedyspozycja,13,5
niedzicki,9,3
niedzickość,11,3
niedziela,9,4
niedzielny,10,4
niedzierżawczość,16,5
